ID,score,name,officialName,cityName,districtName,address
112353,9.9,PALMİYE-STORE,EYMEN TELEKOMÜNİKASYON OTOMOTİV İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Antalya,Muratpaşa,KIZILSARAY MAH. Cadde/Sokak:86 SK. ALİ VE OĞUZ APT No:4 B MURATPAŞA/ANTALYA
419090,9.2,NOYİSKA GLOBAL,MEHMET AVCI,İzmir,Konak,İsmet Kaptan Mah. Gaziosmanpaşa Bulv. Yeni Asır İşhanı Kat:8 No:801/C Konak/İzmir
475780,9.2,HediyeNeAlsak,HÜSEYİN PEHLİVANOĞULLARI,İzmir,Selçuk,Atatürk mah. Atatürk cad. No:139 K5 
789051,8.8,TurkeyMarket,KUTAY ÖZTOPANLAR,Tekirdağ,Çorlu,Mahalle/Semt:ESENTEPE MAH. Cadde/Sokak:ADNAN DOĞU CAD Ergene Vadisi B4 İç Kapı No:4
246935,8.6,YÜSRA BİLİŞİM,FATMA KELEŞ,İstanbul,Güngören,"Haznedar, Bağcılar Cd. No:20, 34160 Güngören/İstanbul"
150051,8.6,Lafaba,LAFABA TEKSTİL ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Gaziosmanpaşa,Fevzi Çakmak Mahallesi 758. Sk. No:4 Lafaba
225411,8.4,MEDLON,CELAL UĞURCAN YILMAZ,Ankara,Sincan,"Alcı Mahallesi Evin Sokak 3A No:2 Sincan / Ankara 
Başkent Konakları Sitesi"
399679,9.1,Gabria,AVRUPAYAKASI ONLİNE E-TİCARET MAĞAZACILIK LOJİSTİK İNŞAAT LİMİTED ŞİRKETİ,Samsun,Tekkeköy,Kirazlık mah. 1504. Sok. No:11/13 Tekkeköy Samsun
109079,9.0,Özen Kundura,SONER ÖZEN,Antalya,Manavgat,Y.PAZARCI MAH İBRAHİM SIRRI SÖZEN CAD 9 Z03 ANTALYA MANAVGAT
532472,8.8,FASHION STORE,MEHMET AKİF ALTUNTAŞ,İstanbul,Bağcılar,"100. YIL MAHALLESİ KIŞLA CADDESİ NO : 17/B
(YENİ SAĞLIK OCAĞI ALTI DEPO ! )"
336961,8.0,TekNokta,RIFAT BURAK SAVRAN,İstanbul,Ataşehir,"küçükbakkalköy mahalesi fırın caddesi 2/4a
"
705129,8.8,BTL STORE,BETÜL ERTÜRK,Bursa,Osmangazi,HAMİTLER MAH. YEŞİL BEYAZ SOKAK NO:6 
812290,9.2,Betül'ce,BETÜL ERTÜRK,Bursa,Osmangazi,hamitler mahallesi yeşil beyaz sokak sedir evleri no:/b kat 6 daire 11
305367,8.6,Kolpa Görkem Kore,GÖRKEM KÜRKCÜ,Ankara,Keçiören,202.sok 4/4 tunc söyünmez apt 
344325,9.2,Kozmetikburada,ESETTE GIDA İNŞAAT KOZMETİK DAĞITIM PAZARLAMA TİCARET ANONİM ŞİRKETİ,Samsun,Atakum,Alanlı Mahallesi 3393 Sokak No:25/A
743341,9.1,Ucuzabende,ESETTE GIDA İNŞAAT KOZMETİK DAĞITIM PAZARLAMA TİCARET ANONİM ŞİRKETİ,Samsun,Atakum,Mahalle/Semt:ALANLI MAH. Cadde/Sokak:3393 SK. No:25 A
281581,9.4,HIZLI TOPTAN,SADIK YAMAN,İstanbul,Maltepe,Koperatifçi Sokak Sunar Sitesi B:1 Blok Daire:1 İdealtepe/Maltepe 
110245,9.4,odak kozmetik paz tic ltd şti ,ODAK KOZMETİK PAZARLAMA TİCARET LİMİTED ŞİRKETİ,Ankara,Çankaya,şehit adem yavuz sokak 13/A Kızılay Ankara
115883,8.8,ALARA KOZMETİK,ALARA KOZMETİK TURİZM OTOMOTİV İNŞAAT İÇ VE DIŞ TİC.TELEFON İLETİŞİM BİLGİSAYAR KUY.SAN.TİC.LTD.ŞTİ.,Ankara,Çankaya,Menekşe 1 Sokak Moda Çarşı 21/65 Kızılay
105272,9.3,Evkiba,EVKİBA KİŞİSEL BAKIM ÜRÜNLERİ TİCARET ANONİM ŞİRKETİ,Kocaeli,Gebze,"TEMBELOVA MEVKII 3100 CADDES 3111/7 GEBZE ORGANIZE SANAYI BOLGE, 41400 KOCAELI "
108658,9.1,Efsun,ÖZYIL TUZ İŞLETMECİLİĞİ GIDA NAKLİYAT MAKİNA İNŞAAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,Sakarya,Serdivan,Arabacıalanı Mah. Eski Kazımpaşa Cad. No:119 Serdivan / Sakarya
505390,9.4,Buona Fortuna,ÖZER SINMAZ,Adana,Seyhan,Mahalle/Semt:CEMALPAŞA MAH. Cadde/Sokak:63012 SK.  ONAN YAPI No:13 İç Kapı No:K
778008,9.6,eirlys cosmetics,METEHAN EROL,Kastamonu,Bozkurt,Mahalle/Semt:MERKEZ MAH. Cadde/Sokak:ENVER PAŞA CAD. NATAÇ No:9 İç Kapı No:20
555925,8.9,Sineby Kozmetik,LOKMAN YILDIZ,İstanbul,Eyüpsultan,Yeşilpınar mahallesi özlem sokak (çarşı) no 21 sineby kozmetik (Ender Market) eyüp istanbul
483011,9.7,Deomeks,OĞUZHAN DEMİR,İstanbul,Esenler,Giyimkent 17. Sok. No:104A
392962,9.7,AYVALIK DENİZ YILDIZI OTANTİK TAKI,DEMET KÖSE,Antalya,Konyaaltı,Gürsu Mah. 371 Sok. Pakel Apt. No: 4/1 
447071,9.3,Selfy Home,KUTUP ÇEYİZ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Ankara,Yenimahalle,Mahalle:KARŞIYAKA MAH. Cadde/Sokak:513 CAD. Daire No: Kapı No:9 A
708346,8.8,EMAY ELEKTRONİK,EMRE AYDOĞDU,İstanbul,Bağcılar,Mahalle/Semt:BAĞLAR MAH. Cadde/Sokak:MİMAR SİNAN CAD. DİVAN REZ. - No:35 İç Kapı No:268
287746,8.8,ASIMOĞLU AVM UŞAK,ASIMOĞLU DAYANIKLI TÜKETİM MALLARI GIDA EV GEREÇLERİ OYUNCAK İNŞAAT PAZARLAMA SANAYİ TİCARET LTD Ş.,Uşak,Merkez,mehmet akif ersoy mah nuri şeker cad no:53/a
273865,7.9,PORSELENEVİM,İSMAİL DEMİRTAŞ,İstanbul,Gaziosmanpaşa,KARADENİZ MAH.GENERAL ALDOĞAN CADDESİ NO:58/1 GAZİOSMANPAŞA/İST
565912,7.9,RENKMAR ONLİNE,ÖZLEM ARBUS,Kocaeli,Çayırova,atatürk mahallesi rahmi dibek caddesi no:57 cici petshop
718051,8.3,Pet Market Pera,EMRE TURAN,Kocaeli,Çayırova,Mahalle/Semt:ÇAYIROVA MAH. Cadde/Sokak:FATİH CAD. 5026. Sokak.   İç Kapı No:116/A
601405,10.0,BizzOnline,MUSTAFA VAROL,Samsun,Çarşamba,Mahalle/Semt:SARICALI MAH. Cadde/Sokak:KÖROĞLU SK. No:17 İç Kapı No:6
781473,9.8,EMRE ELEKTRONİK BY,BAKIR YERLİKAYA,Diyarbakır,Bağlar,Mahalle/Semt:KAYNARTEPE MAH. Cadde/Sokak:SUNAY CAD. No:83 A
4367,9.2,Aptek Teknoloji,APTEK TEKNOLOJİ ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Ataşehir,MİMAR SİNAN MAH. ÜSKÜDAR CD. YEDPA TİC. MRK. E CD. NO: 11-12  
646740,9.7,TEKNOSEZ,SEZGİN AĞCA,İstanbul,Ataşehir,İÇERENKÖY MAHALLESİ AYDIN SOKAK NO :10/1C  (ALKOÇ İLETİŞİM )
106248,8.8,incehesap,İNCEHESAP SANAL MAĞAZACILIK TİCARET ANONİM ŞİRKETİ,İstanbul,Çekmeköy,Taşdelen mah. Atabey cad. no:9 Çekmeköy İstanbul 
736797,8.4,YonAvm Vestel Yetkili Online Bayi,YÖN ALIŞVERİŞ MERKEZLERİ TİCARET LİMİTED ŞİRKETİ,İstanbul,Gaziosmanpaşa,Mahalle/Semt:MERKEZ MAH. Cadde/Sokak:ESKİ EDİRNE ASFALTI CAD. . No:24 A İç Kapı No:1
288138,9.1,4s1b fashion,4S1BFASHİON GİYİM PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Bursa,Nilüfer,beşevler mah. aktaş sokak pars iş merkezi no 5 kat 1 ofis 1
107829,8.6,Markacity,EMARKA KIYAFET SANAYİ TİCARET LİMİTED ŞİRKETİ,Kayseri,Kocasinan,Talatpaşa Mahallesi 4007. Sokak No:25 Kocasinan KAYSERİ
116771,9.3,DECİDE,PROTECH ELEKTRONİK TİCARET VE SANAYİ LİMİTED ŞİRKETİ,İstanbul,Ümraniye,Tatlısu Mh. Hatboyu caddesi seyhan sokak no:9/A GİRİŞ DÜKKAN 
941158,9.9,Meas Store,YASİN MURAT,İstanbul,Pendik,Mahalle/Semt:DUMLUPINAR MAH. Cadde/Sokak:SİNOP SK. No:34 İç Kapı No:4
695128,8.9,R-S SPORT,ESRA ÖZATA,İstanbul,Maltepe,Mahalle/Semt:BAĞLARBAŞI MAH. Cadde/Sokak:FİGEN SK. No:12A İç Kapı No:1
680212,9.4,HerGereç Store,SEYİT MEHMET AKBAŞ,Konya,Karatay,Fevzi Çakmak mah. 10533 Sok.  No:19
118926,9.4,Parmas Design,SERHAT SELÇUK,İstanbul,Beylikdüzü, ADNAN KAHVECİ MAH. KUŞTEPE CAD. KONAK KENT SİTESİ A1 BLOK NO: 20/2 İÇ KAPI NO: 19 Beylikdüzü İstanbul 
218302,9.6,halvman,HALVMAN TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Bursa,Osmangazi,ALTINOVA MAHALLESİ FUAR CADDESİ NO:61/3240 OSMANGAZİ-BURSA
426475,9.1,D'VERS,DVERS E-TİCARET SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Zeytinburnu,ÇIRPICI MAHALLESİ 1.TAŞ OCAĞI SOKAK UÇAR APT NO:13-15A
163751,9.8, Jöns Butik ,ALİŞAN KOÇYAN,İstanbul,Şişli,BARUTHANE CAD. NO:51/D KURTULUŞ
151971,9.3,Sefa Ezel,SEFA EZEL,İstanbul,Küçükçekmece,SULTANMURAT MAHALLESİ SULTANMURAT CADDESİ NO:122/1 EZELLER ÇEYİZ
428258,9.5,NİLDOĞA DAY.TÜK MALL VE DAN.HİZ A.Ş.,NİLDOĞA DAYANIKLI TÜKETİM MALLARI VE DANIŞMANLIK HİZMETLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,Denizli,Sarayköy,Mahalle:TURAN MAH. Cadde/Sokak:ATATÜRK BLV. Daire No: Kapı No:5 B
926583,9.3,RASCHA,EMRE KARŞIYAKA,İzmir,Gaziemir,albay ibrahim karaoğlanoğlu caddesi no:80 
829032,8.0,EN101 Quick,ŞERAFETTİN YÜZGEÇ,İstanbul,Sultangazi,Mahalle/Semt:CEBECİ MAH. Cadde/Sokak:2539. SK. DEMİR AP No:15 İç Kapı No:A
428873,9.1,Ceylin's Hobi&Hediyelik,SİGNEM PİRYOL,İzmir,Urla,Rüstem mah. jandarma sok. no:1/A
910592,8.1,HEDİYESAR,EMRE SARSAR,Bursa,Osmangazi,Mahalle/Semt:ŞEHREKÜSTÜ MAH. Cadde/Sokak:AHMET HAMDİ TANPINAR CAD. YARDIMCILAR APT No:8 İç Kapı No:109
283803,8.9,SIRADIŞIHEDİYEM,HÜRREM ANKUT,Van,İpekyolu,Valimiyhatbey mahallesi leventoglu sokak avrupa halk pazarı hürrenk reklam ve sıradışıhediyem atölyesi no 55ipekyolu van
209122,7.8,SC STİL,SEDA KÜÇÜKKILIÇ ÇAPAR,Sivas,Merkez,AHMETTURANGAZİ OSB MAH. Cadde/Sokak:OSB 6_1 CAD. No:31
236757,9.1,Duru Giyim,MEHMET RAKICI,Rize,İyidere,yeni köy mah  yeni köy sok   karafanfil ve sarıbaşlar apt bina no 79  daire 2   merkez/rize
652046,8.7,MRCSHOP,MUHAMMET RAMAZAN CANKIYMAZ,Ankara,Mamak,Mahalle/Semt:PEYAMİ SAFA MAH. Cadde/Sokak:DEREBOYU CAD. CANKIYMAZLAR APT. No:38 İç Kapı No:3
721988,9.2,Keskin Pazarlama,ÖMER KESKİN,İstanbul,Bağcılar,Mahalle/Semt:KİRAZLI MAH. Cadde/Sokak:1231. SK. - A No:3/1 İç Kapı No:12
823626,8.6,Uluteks,EMİN ULUBAY,Samsun,Çarşamba,Mahalle/Semt:ORTA MAH. Cadde/Sokak:ESKİ ŞUBE SK. No:11
113208,9.2,Ehalicim,EGEM HALI VE DAYANIKLI TÜKETİM MALLARI İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,Bursa,İnegöl,cuma mah küçükletafed sokak no:12
833900,8.0,ExportDeposu,KUTLUHAN USLU,Ankara,Yenimahalle,398. Cad. 19/A      
264372,9.7,Eser Şentürk-İPEKEVİM,ESER ŞENTÜRK,İstanbul,Pendik,Vıaport AVM Dedepaşa Caddesi no19 DNo 36/A
717319,9.6,davbir,ABDULLAH KARATAŞ,Kayseri,Kocasinan,Mahalle/Semt:YENİDOĞAN MAH. Cadde/Sokak:3170. SK. No:4 G
116112,9.0,Avseti,ON4 AV VE DOĞA SPORLARI ANONİM ŞİRKETİ,Bolu,Merkez,"karacaağaç mah d-100 karayolu cad
40/a bodrum kat Depo
(on4av) ümit otomotiv altı"
123133,9.4,Artemis Müzik,ABDUL MURAT YÜKSEL,Antalya,Muratpaşa,kışla mah. 52.sokak şht.binbaşı cengiz toytunç cad. ihsan hanım apt. 83/A
702691,9.7,Mediha Cambaz,MEDİHACAMBAZ COM E-TİCARET SANAYİ LİMİTED ŞİRKETİ,Bursa,Osmangazi,Mahalle/Semt:MURADİYE MAH. Cadde/Sokak:ÇEKİRGE CAD. No:63 A İç Kapı No:-
449638,9.5,FIRAT ZÜCCACİYE,FIRAT ZÜCCACİYE İNŞAAT TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Şanlıurfa,Haliliye,Mahalle:YENİŞEHİR MAH. Cadde/Sokak:YENİŞEHİR CAD. Daire No: Kapı No:4 B
728265,9.7,Vital Bazaar,ÖYKÜ SAĞLIK ÜRÜNLERİ LİMİTED ŞİRKETİ,İstanbul,Başakşehir,Mahalle/Semt:BAHÇEŞEHİR 2. KISIM MAH. Cadde/Sokak:MERCEDES BLV. No:28 İç Kapı No:29
108348,9.0,Vilas,BÜYÜK SAĞCANLAR KUYUMCULUK İNŞAAT TURİZM PETROLCÜLÜK BAKIRCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Küçükçekmece,"CUMHURIYET MAH. ZAMBAK SK. 14 /1 KUCUKCEKMECE/

ISTANBUL"
424149,9.5,Synshop,SYN KUYUMCULUK İNŞAAT TARIM HAYVANCILIK VE TİCARET LİMİTED ŞİRKETİ,Ankara,Keçiören,Etlik mahallesi Adnan Yüksel caddesi 46/b
512300,8.8,ABK TEKNOLOJİ,ABK TEKNOLOJİ ÜRÜNLERİ ANONİM ŞİRKETİ,Hatay,İskenderun,Namık kemal cad. no:8 Melike Apt
525877,9.2,GEZEN AY,ÜLKÜ DİKMEN,İstanbul,Üsküdar,Üsküdar Ünalan Mah. köprü sok  no 14 A İstanbul
277875,9.3,Salıncax,FATİH KOÇAK,İstanbul,Üsküdar,üsküdar ünalan mah. köprü sokak no14 A istanbul
275997,8.9,Tafitech,TAYFUN ALYANAK,İstanbul,Kadıköy,bostancı mah akasyalı sok no 2 daire 20 
170725,8.6,sedacankostüm,EKREM ZEYTUN,Kayseri,Melikgazi,Cumhuriyet Mahallesi turan Caddesi akyurt işhanı kat-2 no-201
382601,8.8,Beypetshop,FIRAT ÖZMAN,İstanbul,Bağcılar,Barbaros Mah. Mahmutbey Cad. No12/B Bağcılar İstanbul
433408,9.9,mamamgelsin,ÖZNUR DURMAZ,Sakarya,Adapazarı,hızırtepe mahallesi kırık sokak no 25 daire 1
377537,9.0,minikpatim,GÖKHAN DAĞDEVİREN,Muğla,Bodrum,Farilya Mah. Atatürk Cad. No:46/1 Bodrum/Muğla
820369,9.9,ZizulaConcept,AYGÜL LAPAOĞLU,Muğla,Bodrum,Mahalle/Semt:KARABAĞ MAH. Cadde/Sokak:PİRİ REİS CAD. VELİ KARABAĞLI No:30 B İç Kapı No:3
363855,9.9,Peturunsatis,YAĞMUR BESTE GÜNEYLİ,İstanbul,Kartal,Petrol is Mah. Oruc Reis Sok. Karakas Apt. No : 4/1A Kartal İstanbul/Türkiye
195105,9.4,BRN Store,BİRAN ÇEPİK,İzmir,Bayraklı,7290 sokak No:102/A Emek Mahallesi Bayraklı
824799,8.9,THE RAMOS,SENANUR SARIKAYA,İstanbul,Esenler,Oruçreis Mahallesi Tekstilkent Caddesi Tekstilkent Sitesi G2 Blok No238 Esenler/İSTANBUL
454921,8.3,Cuqq,TOLGA ERBASAN,İstanbul,Esenler,Oruçreis Mahallesi Tekstilkent Sitesi G2 Blok 238. Numara 2. kat Esenler / İstanbul
112235,9.2,Terziademaltun,TERZİ ADEM TEKSTİL VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Esenyurt,"Turgut Özal Mahallesi 68. Sokak No:12 E-5 Karayolu Yanyol Üzeri Terziademaltun.com Plaza, 34513 Esenyurt/İstanbul"
818354,8.6,EFDAL YAPI MİMARLIK,ESMA ÇİKLA,İstanbul,Güngören,Mahalle/Semt:MERKEZ MAH. Cadde/Sokak:BAYRAMPAŞA CAD. BAYRAMPAŞA No:21 İç Kapı No:1
118483,8.4,Maya Banyo,AHMET CIBIZ,İstanbul,Beyoğlu,Piyalepaşa Mahallesi Akçay sokak no 20
655526,8.4,Küre concept,MUAMMER ÖZ,İstanbul,Ümraniye,Altınşehir mahallesi Acısu caddesi no 52/b
543123,10.0,KÖYEVİ DOĞAL,KÖYEVİ DOĞAL ÜRÜNLER ŞARKÜTERİ GIDA HAYVANCILIK TEKSTİL TURİZM İNŞAAT ORG.SAN.VE TİC.LTD.ŞTİ.,Gaziantep,Şahinbey,Mahalle/Semt:NURİPAZARBAŞI MAH. Cadde/Sokak:58012 NOLU CAD.  ÇAMLICA KONUTLARI 1.ETAP B BLOK No:2 B/A
193618,9.1,FADEM TİCARET,EMİNE YILDIZ ÖZCAN,Kocaeli,Gölcük,Mahalle/Semt:TOPÇULAR MAH. Cadde/Sokak:SEZAİ KARAKOÇ CAD. No:15
898981,9.6,ROSE GROSS,ABDULLAH BAĞCI,İstanbul,Üsküdar,Mahalle/Semt:ÜNALAN MAH. Cadde/Sokak:KÖSE SK. No:21 A
777342,8.9,Pusat Gıda ve Temizlik,PUSAT KİMYA TEMİZLİK GIDA İTHALAT VE İHRACAT LİMİTED ŞİRKETİ,İstanbul,Başakşehir,Mahalle/Semt:ŞAHİNTEPE MAH. Cadde/Sokak:ŞEHİT POLİS FETHİ SEKİN CAD. İGTOT (İSTANBUL GIDA TOPTANCILAR ÇARŞISI) 8A BLOK No:1 M İç Kapı No:Z18
366078,8.1,NEW GROSS GLOBALL,FIRAT USLUĞ,Gaziantep,Şehitkamil,belkız mahallesi 08008 nolu sokak uğur apartmanı no:10 iç kapı no:6
113766,9.0,Şehzade Online,ŞEHZADE İNŞAAT MÜHENDİSLİK GIDA ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,Kayseri,Melikgazi,Mimarsinan Organize San. Bölg. 13. cad. no:12 Melikgazi / KAYSERİ
799140,8.7,EVOSED,EVOSED E-TİCARET DANIŞMANLIK MEDİKAL İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Ankara,Yenimahalle,325. sok no:3/13 dosima plaza
283470,8.8,ART GRUP,E2MH GRUP YAZILIM TEKNOLOJİLERİ ANONİM ŞİRKETİ,Ankara,Altındağ,KALE MAHALLESİ. GÜLLÜK SOKAK NO:2/33
951290,,MARKET CİM,KAAN YASİR ÇAKIR,Ankara,Altındağ,HİSAR PARKI CADESİ GÜVERCİN SOKAK NO:3 
258651,9.9,Seven Art Jewelry,HİLMİYE ÇAKIR,Aydın,Kuşadası,Muammer Ülgen Sokak Çakırtaş Ofis Kat:4 Daire:8 
193535,8.8,MTKardeşler,KARDEŞLER OFİS KIRTASİYE MAKİNA VE AMBALAJ MALZEMELERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,İstanbul,Kartal,Hürriyet Mah. Adnan Kahveci Cad. No:37/B
194333,9.5,FiftyFifty,FİFTY FİFTY ONLİNE MAĞAZACILIK TİCARET LİMİTED ŞİRKETİ,İstanbul,Güngören,Mehmet Nesih Özmen Mahallesi Yıldırım Sokak Debrucalı İş Hanı No :7 İç Kapı No :3 Güngören/İstanbul
278089,9.1,Akkuş Kırtasiye,SEMRA AKKUŞ,İstanbul,Kartal,Çarşı mahallesi Cevdes sokak 8/A Kartal Yakacık
700356,8.9,TOUZMODA,TOUZ TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Ataşehir,General Tahsin Yazıcı Cd. Düzova sk. No 24 A Touz Moda Ataşehir/İstanbul
501142,9.1,Yıldızada Online,YILDIZADA GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Sancaktepe,Mahalle/Semt:SARIGAZİ MAH. Cadde/Sokak:ATMACA SK. No:4A Kat Zemin
2539,9.1,KÖSTEBEK,KARA KEDİ MÜZİK YAPIM TEKSTİL TURİZM SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Beyoğlu,Bülbül Mahallesi Serdar Ömer Paşa Caddesi No.5 Daire :1 Dolapdere / Beyoğlu / İSTANBUL
110656,8.9,DAXTORS,KADRİ YAKGİN,Diyarbakır,Ergani,Mahalle/Semt:BAGÜR MAH. Cadde/Sokak:DİYARBAKIR ELAZIĞ CAD. No:20 /1
839937,9.6,S&D ÇARŞI,SONGÜL DUYAR,Mersin,Mezitli,DENIZ MAHALLESİ GAZIPAŞA CADDESİ BATIYAKASI SITESI C BLOK KAT 5 D 19
554784,8.7,DORAAVM,UĞUR KERİM KEKEÇ,Gaziantep,Şahinbey,Mahalle/Semt:KARAGÖZ MAH. Cadde/Sokak:ESKİ SARAY CAD. No:25 /1
215700,9.0,Serebien Home,SEREBİEN TEKSTİL PAZARLAMA SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Ümraniye,"Esenşehir Mahallesi Kürkçüler Caddesi Palmiye sokak No:2, kat:4 Minelyaa Home Ümraniye/İstanbul(BİM market üstü)"
743162,9.4,Wiwify,ALFO SAĞLIK İLAÇ VE KİMYA SANAYİ TİCARET LİMİTED ŞİRKETİ,İstanbul,Sultanbeyli,"Battalgazi mahallesi Ulvi sokak Numara 8  Giriş kat
Sultanbeyli/İstanbul"
228075,8.7,iyiparca,SONER AKİL,İstanbul,Bağcılar,100. Yıl Mah. 2152. Sk. No:46A
114265,9.9,VOXLAMP LİGHTİNG,VOXLAMP İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Şişli,HALİL RIFAT PAŞA MH.YÜZER HAVUZ SK. PERPA TİCARET MERKEZİ A BLOK KAT:14 NO:2206
747032,8.4,JUNGLEE ELEKTRONİK,JUNGLEE ELEKTRONİK TİCARET VE BİLİŞİM HİZMETLERİ LİMİTED ŞİRKETİ,İstanbul,Fatih,Mahalle/Semt:DEMİRTAŞ MAH. Cadde/Sokak:PAÇACI SK. SELAMET HAN No:7 İç Kapı No:203
278993,8.6,Stp Brand,ATAŞ GİYİM SPOR MALZEMELERİ İNŞAAT OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ,Batman,Merkez,"gap mah
turgut özal bulvarı tangüner apt altı no.332/c"
4546,8.0,Kar Spor,KAR GIDA İNŞAAT SPOR MALZEMELERİ VE GİYİM SANAYİ TİCARET LİMİTED ŞİRKETİ,Kırıkkale,Merkez,"Kırklareli Organize Sanayi Bölgesi 6.Cad.No:9 Kızılcıkdere Köyü, 39100 Kırklareli OSB/Kırklareli"
636695,8.6,TEPE STORE,TEPE E-TİCARET SANAYİ LİMİTED ŞİRKETİ,Diyarbakır,Bağlar,Bağcılar mahallesi Şanlıurfa yolu Urfa bulvarı üzeri 10.km no:267 
576073,9.3,AYLA CONCEPT,AYLA ORHAN,Eskişehir,Odunpazarı,İSTİKLAL MAH. ERTUĞRULBEY SOK. NO : 9 DAİRE : 3-4
831309,9.9,VİOLENS KOZMETİK,FATMA SAĞLAM,Ankara,Altındağ,Mahalle/Semt:HACI BAYRAM MAH. Cadde/Sokak:ANAFARTALAR CAD. CAFEROĞLU IŞ HANI No:28 İç Kapı No:13
113168,8.5,Iyaş Isparta Gıda San. ve Tic. A.Ş,IYAŞ ISPARTA GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,Isparta,Merkez,Fatih Mah. 156. Cad. No:2-8 ISPARTA
213042,9.3,gençler parfümeri,MURAT KAHYA,Kars,Merkez,Ortakapı mah kazımpaşa cad no 31
187291,8.9,SEPETLE GELSİN,ŞAHİN ÖVÜNÇ,Aydın,Kuşadası,yavasu mah süleyman demirel bulvarı no 214 sosyete pazarı
732862,9.4,SHINING STAR,ZEYNEP MERVE SÖZER,İstanbul,Büyükçekmece,Çakmaklı mahallesi Hadımköy yolu caddesi gölşehir evleri D6 blok daire 8 Büyükçekmece İstanbul 
856664,9.3,SAVESA KOZMETİK,SAMET ALAKAŞ,İstanbul,Sultangazi,Mahalle/Semt:MALKOÇOĞLU MAH. Cadde/Sokak:304. SK. No:12 B
926159,9.6,BedestenÇarşı.,KAMİL GÜDEN,Adana,Çukurova,Mahalle/Semt:YÜZÜNCÜYIL MAH. Cadde/Sokak:85403 SK. No:16 İç Kapı No:30
135287,9.5,Dedo Tekstil,DEDO MAĞAZACILIK HİZMETLERİ TEKSTİL PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstanbul,Bahçelievler,hürriyet mahallesi bahtiyar sokak no:10/B
818581,9.6,Perlahome,ŞIHALİ KAYHAN,Ankara,Sincan,Mahalle/Semt:TANDOĞAN MAH. Cadde/Sokak:YARDIMCI SK. YASİR APT No:4 İç Kapı No:7
426310,9.6,BEBAK ,COSSOP KOZMETİK PAZARLAMA SANAYİ TİCARET ANONİM ŞİRKETİ,İstanbul,Silivri,Gazitepe mah. Aybar Sok. No:7 34570 Silivri İSTANBUL TÜRKİYE
366397,8.7,aleynakozmetik,PERİHAN CACEKLİ,İstanbul,Bağcılar,İSTOÇ İŞ MERKEZİ  2431 SOK .13 ADA NO 130 MAHMUTBEY   BAĞCILAR/ İSTANBUL
243122,9.5,morbegon,SELCUKLU HOME ZÜCCACİYE BEYAZ EŞYA TEKSTİL HALI MOBİLYA SANAYİ TİCARET LİMİTED ŞİRKETİ,Erzurum,Aziziye,Prof.Dr. Necmettin ERBAKAN Bulvarı No:82/A
788855,8.7,Gönül Kuşu,GÖMEDİLİ İTİMAT DAYANIKLI TÜKETİM MALLARI SANAYİ TİCARET LİMİTED ŞİRKETİ,Erzincan,Merkez,Mahalle/Semt:İNÖNÜ MAHALLESİ. Cadde/Sokak:HALİTPAŞA CADDESİ . No:40/A ERZİNCAN MERKEZ
180733,9.2,AYD Kozmetik,AYDİNÇ KOZMETİK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İstanbul,Bağcılar,Mahalle/Semt:MAHMUTBEY MAH. Cadde/Sokak:2446. SK. No:2  istoç 26 ada
110697,9.4,OFİSİNN,KARAOĞLU KIRTASİYE TİCARET ANONİM ŞİRKETİ,Trabzon,Ortahisar,"SANAYİ MAH.ANADOLU BULVARI NO:36 DEĞİRMENDERE-ORTAHİSAR/TRABZON
"
